start,end,text
15079.380000000001,15081.1," two guys from the other side, they would carry on."
15081.1,15083.460000000001," And they do not say, excuse me, may I help you?"
15083.460000000001,15086.78," They do not wait for you to say thank you, nothing."
15086.78,15089.5, They just do it and they walk away.
15089.7,15091.46, They have such respect.
15091.46,15094.58," Singers would come there all the time to sing,"
15094.58,15097.3, to warm up the house for my wife.
15097.3,15100.42, And even dancers would come sometimes to dance
15100.42,15102.78," or play the horse head fiddle,"
15102.78,15107.3," to play that, to warm up the house for her."
15107.3,15111.9, To see how they treated a totally disabled person.
15113.06,15116.62," And if I was feeding my wife and anybody saw it,"
15116.62,15118.26, they would come and immediately take over
15118.26,15120.66, and start feeding her in their place.
15120.66,15121.74, Children would come up to her.
15121.74,15123.94," In America, they're often afraid"
15123.94,15126.42, that she's somebody in a wheelchair.
15126.42,15129.06," They just kind of look, they don't know what to do."
15129.06,15131.42," But over there, the children would always come to her,"
15131.42,15133.66," always, they were very kind."
15133.66,15136.78, You just learn something about the people.
15136.78,15139.82," And living there in a country where you,"
15139.82,15142.14," out in the countryside, you come to a gare,"
15142.14,15144.1, you never ask for permission to go in.
15144.1,15147.54," You certainly don't knock on the doorframe, that's no."
15147.580000000002,15149.820000000002, That's hugely offensive.
15149.820000000002,15152.78," And you ask, it's like insulting the people, like what?"
15152.78,15154.42," You're not good hospital people,"
15154.42,15156.060000000001, I have to ask you for something?
15156.060000000001,15160.42," No, you walk in and you sit down and they fix food for you."
15161.660000000002,15164.62, It's an incredible thing.
15164.62,15167.740000000002, And these are the things that give me hope.
15167.740000000002,15170.980000000001," It's no institution in the world, not the big things"
15170.980000000001,15174.820000000002, and not the pop culture and not all the platitudes.
15174.82,15178.42," Oh my God, save us from the platitudes of modern life."
15182.42,15184.42, It's the family that will fix tea for you
15184.42,15186.699999999999, in two in the morning because there was a flash flood
15186.699999999999,15190.3, and you got stuck and now you're cold and wet
15190.3,15192.86, and they build a fire and take care of you.
15192.86,15194.98, Or you just show up and you make camp somewhere
15194.98,15196.619999999999, if you have your own tent.
15196.619999999999,15198.82," And I swear within one hour,"
15198.82,15202.14, some child is gonna be there with water and milk.
15202.14,15204.3," You think, where did you come from?"
15204.300000000001,15205.660000000002, But the mother sends them over.
15205.660000000002,15207.740000000002," Oh, there's somebody over there in the forest."
15207.740000000002,15209.740000000002, They believe that they're obligated
15209.740000000002,15211.460000000001, to take care of one another.
15211.460000000001,15215.18," Anybody in your area, you take care of them."
15215.18,15219.460000000001," And things like that, individuals do give me hope."
15220.78,15223.980000000001," People one by one or a few at a time,"
15223.980000000001,15226.340000000002, even though I'm lost in the modern world.
15229.340000000002,15230.78, I'm glad you find your way.
15230.78,15235.78, You mentioned that your wife is no longer with us.
15238.060000000001,15241.18, What's a favorite memory you have with her?
15243.460000000001,15245.26," Well, I could say a favorite picture"
15245.26,15250.26, is a lake we used to go to called Uginur in the middle.
15250.94,15255.94," And somebody, a very nice friend took a picture of us"
15257.1,15257.94, towards the end.
15257.94,15260.42, We're just sitting there watching the sunset over the lake
15260.42,15263.22," that we've been to many, many times in life."
15263.22,15267.22," And she's holding, we're holding hands."
15267.22,15268.86, She's in the chair paralyzed.
15268.86,15272.7, And we're just sitting there staring off in the distance.
15272.7,15274.66, That's one of my favorites.
15274.66,15279.66," But with my wife, I was just blessed"
15280.82,15284.78, with a good wife that was exciting.
15284.78,15286.06, She was the most beautiful woman
15286.06,15288.14, I had ever met in my whole life.
15288.14,15289.22, She was smart.
15289.220000000001,15291.300000000001, She would talk to people about anything.
15291.300000000001,15293.660000000002, She'd talk about jazz or physics or art.
15293.660000000002,15296.060000000001," I mean, my life is so small and narrow,"
15296.060000000001,15301.060000000001," but my wife, she's the one who gave me a life."
15302.94,15304.740000000002, The truth is very odd.
15304.740000000002,15305.86, People don't believe sometimes.
15305.86,15308.660000000002, I failed English in college.
15308.660000000002,15310.460000000001, I barely got in college.
15310.460000000001,15311.54," Nobody in my family,"
15311.54,15314.1, I'd grown up with my grandparents mostly countryside
15314.1,15315.580000000002, and they had third grade education.
15315.580000000002,15316.980000000001, My father had seventh grade.
15316.98,15320.18, I would live with him after the grandparents died
15320.18,15321.38, and my mother.
15322.26,15325.34," There was no big education there in the family,"
15325.34,15327.06, but I somehow got to college.
15327.06,15328.74, My father told me to go.
15328.74,15330.38, He didn't want me to go to the war in Vietnam.
15330.38,15333.38, So he volunteered to go because there was the rule
15333.38,15336.3, that they couldn't send two people from one family
15336.3,15337.699999999999, against their will.
15337.699999999999,15339.98," That was mainly designed to protect brothers,"
15339.98,15341.38, but he could go as the father
15341.38,15343.22, and then I could go to college.
15343.22,15345.5," So I got to college and I can't say,"
15345.5,15348.3," oh, I was drinking and having a party and not serious."
15348.3,15351.42," No, I was trying like hell to pass that course."
15351.42,15353.06, I failed English.
15353.06,15354.66, I failed it.
15354.66,15357.22, And this was just a huge shame to me.
15357.22,15359.74," In fact, after one year I was put on probation"
15359.74,15361.06, to be kicked out of the school.
15361.06,15363.7, My grades were so low overall.
15365.54,15368.18, So it took me a long time to confess this to my wife
15368.18,15369.54, after we met.
15369.54,15373.78," I met her, I briefly had known her in high school,"
15373.78,15375.54, but just not well or anything.
15375.54,15378.62," But anyway, we met later and I told her"
15378.62,15379.62, and she just looked at me.
15379.62,15383.060000000001," She said, what does a professor know?"
15383.060000000001,15384.86, It's just a professor.
15384.86,15386.5, You can write anything you want.
15386.5,15389.74, And she had the power to make me believe everything she said.
15389.74,15392.1," I don't care what she said, I would believe it."
15392.1,15393.900000000001," And I would say, yeah, that's right."
15393.900000000001,15395.58, That's just a professor.
15395.58,15396.42, Yeah.
15398.54,15401.74," She inspired me, but she also,"
15401.74,15404.34, she supported me all the way through graduate school.
15404.34,15406.02, She was taking some courses of her own
15406.02,15408.3, and she was doing graduate work.
15408.3,15410.699999999999," But she inspired me, but she told me,"
15411.98,15413.699999999999," I said, I want to write for more people"
15413.699999999999,15415.06, than just for other scholars.
15415.06,15417.14," I've done this dissertation, a PhD,"
15417.14,15422.14," and it's as dry as the Sahara, the Sargobi Desert."
15422.26,15425.78, And I didn't know what to do.
15425.78,15429.94," And she said, just tell the story to me,"
15429.94,15431.9, but I can't see you while you tell it.
15431.9,15434.94," You're on the radio and I'm listening in my car,"
15434.94,15436.5, driving somewhere.
15436.5,15439.300000000001, Just tell the story to me.
15439.300000000001,15442.94," And to this day, almost every word I write,"
15442.94,15447.220000000001," as always, just tell the story to her"
15447.220000000001,15448.62, the way that she would like it.
15448.62,15450.94, And I always read the books to her.
15451.86,15455.460000000001," Even she couldn't comprehend too much, you know,"
15455.460000000001,15457.380000000001, but she just loved hearing the book
15458.34,15460.54, because it was mine.
15460.54,15463.62," And, you know, in the last years of her life,"
15463.62,15467.26, I gave up the teaching and we went back
15467.26,15469.820000000002, to our original home in South Carolina.
15469.820000000002,15471.820000000002," And I said, okay, we're just going to live here"
15471.820000000002,15474.420000000002, and watch the ocean and do things like that
15474.420000000002,15476.820000000002, and just be worthless teenagers.
